timestamp,open,high,low,close,volume
7/11/2019,2025.62,2035.8,1995.3,2001.07,4317766
7/10/2019,1996.51,2024.94,1995.4,2017.41,4931902
7/9/2019,1947.8,1990.01,1943.47,1988.3,4345698
7/8/2019,1934.12,1956,1928.25,1952.32,2883371
7/5/2019,1928.6,1945.9,1925.3,1942.91,2628359
7/3/2019,1935.89,1941.59,1930.5,1939,1690294
7/2/2019,1919.38,1934.79,1906.63,1934.31,2651299
7/1/2019,1922.98,1929.82,1914.66,1922.19,3203347
6/28/2019,1909.1,1912.94,1884,1893.63,3037358
6/27/2019,1902,1911.24,1898.04,1904.28,2141721
6/26/2019,1892.48,1903.8,1887.32,1897.83,2441910
6/25/2019,1911.84,1916.38,1872.42,1878.27,3012347
6/24/2019,1912.66,1916.86,1901.3,1913.9,2282969
6/21/2019,1916.1,1925.95,1907.58,1911.3,3933576
6/20/2019,1933.33,1935.2,1905.8,1918.19,3217153
6/19/2019,1907.84,1919.58,1892.47,1908.79,2895347
6/18/2019,1901.35,1921.67,1899.79,1901.37,3895728
6/17/2019,1876.5,1895.69,1875.45,1886.03,2634342
6/14/2019,1864,1876,1859,1869.67,2851163
6/13/2019,1866.72,1883.09,1862.22,1870.3,2795810
6/12/2019,1853.98,1865,1844.38,1855.32,2678335
6/11/2019,1883.25,1893.7,1858,1863.7,4042694
6/10/2019,1822,1884.87,1818,1860.63,5371007
6/7/2019,1763.7,1806.25,1759.49,1804.03,4808246
6/6/2019,1737.71,1760,1726.13,1754.36,3689272
6/5/2019,1749.6,1752,1715.25,1738.5,4239782
6/4/2019,1699.24,1730.82,1680.89,1729.56,5679121
6/3/2019,1760.01,1766.29,1672,1692.69,9098708
5/31/2019,1790.01,1795.59,1772.7,1775.07,4618819
5/30/2019,1825.49,1829.47,1807.83,1816.32,3146850
5/29/2019,1823.12,1830,1807.53,1819.19,4279025
5/28/2019,1832.75,1849.27,1827.35,1836.43,3199965
5/24/2019,1835.89,1841.76,1817.85,1823.28,3369673
5/23/2019,1836.59,1844,1804.2,1815.48,4424265
5/22/2019,1851.78,1871.48,1851,1859.68,2936601
5/21/2019,1874.79,1879,1846,1857.52,4005122
5/20/2019,1852.69,1867.78,1835.54,1858.97,3798198
5/17/2019,1893.05,1910.53,1867.33,1869,4736618
5/16/2019,1885.94,1917.51,1882.29,1907.57,4707822
5/15/2019,1827.95,1874.43,1823,1871.15,4692642
5/14/2019,1839.5,1852.44,1815.75,1840.12,4629107
5/13/2019,1836.56,1846.54,1818,1822.68,5783410
5/10/2019,1898,1903.79,1856,1889.98,5717994
5/9/2019,1900,1909.4,1876,1899.87,5308263
5/8/2019,1918.87,1935.37,1910,1917.77,4078568
5/7/2019,1939.99,1949.1,1903.38,1921,5902134
5/6/2019,1917.98,1959,1910.5,1950.55,5417841
5/3/2019,1949,1964.4,1936,1962.46,6381564
5/2/2019,1913.33,1921.55,1881.87,1900.82,3962915
5/1/2019,1933.09,1943.64,1910.55,1911.52,3116964
4/30/2019,1930.1,1935.71,1906.95,1926.52,3506007
4/29/2019,1949,1956.34,1934.09,1938.43,4021255
4/26/2019,1929,1951,1898,1950.63,8432563
4/25/2019,1917,1922.45,1900.31,1902.25,6099101
4/24/2019,1925,1929.69,1898.16,1901.75,3675781
4/23/2019,1891.2,1929.26,1889.58,1923.77,4640441
4/22/2019,1855.4,1888.42,1845.64,1887.31,3373807
4/18/2019,1868.79,1870.82,1859.48,1861.69,2749882
4/17/2019,1872.99,1876.47,1860.44,1864.82,2893517
4/16/2019,1851.35,1869.77,1848,1863.04,3044618
4/15/2019,1842,1846.85,1818.9,1844.87,3724423
4/12/2019,1848.4,1851.5,1841.3,1843.06,3114413
4/11/2019,1848.7,1849.95,1840.31,1844.07,2654842
4/10/2019,1841,1848,1828.81,1847.33,2963973
4/9/2019,1845.49,1853.09,1831.78,1835.84,3714368
4/8/2019,1833.23,1850.2,1825.11,1849.86,3752841
4/5/2019,1829,1838.58,1825.19,1837.28,3640476
4/4/2019,1820.65,1828.75,1804.2,1818.86,3623867
4/3/2019,1826.72,1830,1809.62,1820.7,3980590
4/2/2019,1811.02,1820,1805.12,1813.98,3448115
4/1/2019,1800.11,1815.67,1798.73,1814.19,4238752
3/29/2019,1786.58,1792.86,1776.63,1780.75,3320793
3/28/2019,1770,1777.93,1753.47,1773.42,3042958
3/27/2019,1784.13,1787.5,1745.68,1765.7,4324801
3/26/2019,1793,1805.77,1773.36,1783.76,4865880
3/25/2019,1757.79,1782.68,1747.5,1774.26,5103803
3/22/2019,1810.17,1818.98,1763.11,1764.77,6362983
3/21/2019,1796.26,1823.75,1787.28,1819.26,5767797
3/20/2019,1769.94,1799.5,1767.03,1797.27,6265633
3/19/2019,1753.51,1784.16,1753.51,1761.85,6364161
3/18/2019,1712.7,1750,1712.63,1742.15,5429058
3/15/2019,1703,1718.8,1693.13,1712.36,7550870
3/14/2019,1691.2,1702,1684.34,1686.22,2946618
3/13/2019,1683,1700,1679.35,1690.81,3552041
3/12/2019,1669,1684.27,1660.98,1673.1,3614498
3/11/2019,1626.12,1672.29,1626.01,1670.62,3876352
3/8/2019,1604.01,1622.72,1586.57,1620.8,4667014
3/7/2019,1667.37,1669.75,1620.51,1625.95,4957017
3/6/2019,1695.97,1697.75,1668.28,1668.95,3996001
3/5/2019,1702.95,1707.8,1689.01,1692.43,3681522
3/4/2019,1685,1709.43,1674.36,1696.17,6167358
3/1/2019,1655.13,1674.26,1651,1671.73,4974877
2/28/2019,1635.25,1651.77,1633.83,1639.83,3025891
2/27/2019,1628.18,1641.81,1615.1,1641.09,3148824
2/26/2019,1625.98,1639.99,1616.13,1636.4,2665815
2/25/2019,1641.45,1654.6,1630.39,1633,3184462
2/22/2019,1623.5,1634.94,1621.17,1631.56,3096191
2/21/2019,1619.85,1623.56,1600.91,1619.44,3483392
2/20/2019,1630,1634.93,1610.12,1622.1,3337589
2/19/2019,1601,1634,1600.56,1627.58,3681656
2/15/2019,1627.86,1628.91,1604.5,1607.95,4343893
2/14/2019,1624.5,1637.9,1606.06,1622.65,4120524
2/13/2019,1647,1656.38,1637.11,1640,3560321
2/12/2019,1604,1639.39,1598.88,1638.01,4858604
2/11/2019,1600.98,1609.29,1586,1591,3317328
2/8/2019,1586,1588.59,1566.76,1588.22,5657457
2/7/2019,1625,1625.54,1592.91,1614.37,4626589
2/6/2019,1670.75,1672.26,1633.34,1640.26,3939883
2/5/2019,1643.34,1665.26,1642.5,1658.81,4453105
2/4/2019,1623,1649.63,1613.5,1633.31,4929187
2/1/2019,1638.88,1673.06,1622.01,1626.23,11506213
1/31/2019,1692.85,1736.41,1679.08,1718.73,10910338
1/30/2019,1623,1676.95,1619.68,1670.43,5783822
1/29/2019,1631.27,1632.38,1590.72,1593.88,4632782
1/28/2019,1643.59,1645,1614.09,1637.89,4837711
1/25/2019,1670.5,1683.48,1661.61,1670.57,4959679
1/24/2019,1641.07,1657.26,1631.78,1654.93,4089943
1/23/2019,1656,1657.43,1612,1640.02,5225212
1/22/2019,1681,1681.87,1610.2,1632.17,6416796
1/18/2019,1712,1716.2,1691.54,1696.2,6020503
1/17/2019,1680,1700.17,1677.5,1693.22,4208875
1/16/2019,1684.22,1705,1675.88,1683.78,6366864
1/15/2019,1632,1675.16,1626.01,1674.56,5998510
1/14/2019,1615,1648.2,1595.15,1617.21,6005888
1/11/2019,1640.55,1660.29,1636.22,1640.56,4686222
1/10/2019,1641.01,1663.25,1621.62,1656.22,6507693
1/9/2019,1652.98,1667.8,1641.4,1659.42,6348801
1/8/2019,1664.69,1676.61,1616.61,1656.58,8881428
1/7/2019,1602.31,1634.56,1589.18,1629.51,7993213
1/4/2019,1530,1594,1518.31,1575.39,9182575
1/3/2019,1520.01,1538,1497.11,1500.28,6975572
1/2/2019,1465.2,1553.36,1460.93,1539.13,7983103
